epoch,train_loss,train_acc,val_loss,val_acc,val_sensitivity,val_specificity,val_auc
34,0.00601428067734973,99.85443959243086,0.06892378002786162,98.50746268656717,0.9772727272727273,1.0,0.9957312252964428
35,0.00707680958492512,99.85443959243086,0.07004814745265651,98.50746268656717,0.9772727272727273,1.0,0.9962055335968379
36,0.0191835946964354,99.2721979621543,0.06717589411842213,98.2089552238806,0.9727272727272728,1.0,0.9961660079051384
37,0.005136314043986865,100.0,0.0755488535876132,97.91044776119404,0.9681818181818181,1.0,0.9955335968379447
38,0.013102162518242205,99.70887918486171,0.07132056546503339,98.50746268656717,0.9772727272727273,1.0,0.9960079051383399
39,0.005175329840064726,100.0,0.06690527135717937,98.50746268656717,0.9772727272727273,1.0,0.9958498023715415
40,0.013043408155102621,99.70887918486171,0.07290715754921125,98.2089552238806,0.9727272727272728,1.0,0.9955731225296444
41,0.006627629209436815,100.0,0.06712866339578548,98.50746268656717,0.9772727272727273,1.0,0.9960869565217391
42,0.005823254511183636,99.85443959243086,0.0821290123646825,97.91044776119404,0.9681818181818181,1.0,0.9960474308300394
43,0.005785354794087735,99.85443959243086,0.07689814147306606,97.91044776119404,0.9681818181818181,1.0,0.9961660079051383
44,0.007302743731997907,99.85443959243086,0.06624577310867608,98.50746268656717,0.9772727272727273,1.0,0.9962055335968379
45,0.008063392020465637,99.70887918486171,0.0741167440904643,98.2089552238806,0.9727272727272728,1.0,0.9955731225296444
46,0.006349179025908763,100.0,0.07351813809840348,98.2089552238806,0.9727272727272728,1.0,0.9959288537549408
47,0.011461924840907821,99.70887918486171,0.06929557552476498,98.50746268656717,0.9772727272727273,1.0,0.9960869565217393
48,0.008975719175809487,99.70887918486171,0.06439358128277077,98.50746268656717,0.9772727272727273,1.0,0.996403162055336
49,0.007781118244483051,99.70887918486171,0.07149539981037378,97.91044776119404,0.9681818181818181,1.0,0.9958498023715415
50,0.013183694978413934,99.70887918486171,0.07285530875775624,97.91044776119404,0.9681818181818181,1.0,0.9960474308300395
51,0.006971563257552175,99.85443959243086,0.06905617246361957,98.50746268656717,0.9772727272727273,1.0,0.99699604743083
52,0.012643707151503557,99.70887918486171,0.08203893292441287,97.91044776119404,0.9681818181818181,1.0,0.9957707509881424
53,0.00906496524112299,99.70887918486171,0.08987224502065642,97.91044776119404,0.9681818181818181,1.0,0.9953359683794467
54,0.0026777216857722537,100.0,0.07268214683492923,98.2089552238806,0.9727272727272728,1.0,0.9960474308300394
55,0.007872108163693074,99.56331877729258,0.0728343287747438,98.50746268656717,0.9772727272727273,1.0,0.9953359683794466
